"recording_id","step_id","start_time","end_time","description","has_errors","Preparation Error","error_description","Measurement Error","error_description","Order Error","error_description","Timing Error","error_description","Technique Error","error_description","Temperature Error","error_description","Missing Step","error_description","Other","error_description"
"2_4","22","178.3245303491028","313.6601114176183","Cut-Cut 1/4 medium carrot into short, thin strips","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_4","26","318.4366613376835","345.50377755138663","Mince-Mince 1/8 garlic clove","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_4","23","358.241244004894","445.811325872757","Mix-Mix 1/4 cup sweet-and-sour sauce and 1/2 teaspoon soy sauce in a small bowl","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_4","27","445.8113258727569","466.50970885970634","cut-Cut onion into two pieces","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_4","19","464.9175255530179","493.57682507340945","Slice-Slice 1/8 medium onion","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_4","24","493.57682507340945","562.0407072610114","Top-Top the plate with the carrots, onion, garlic and 1/4 tsp pepper powder","True","1","Put extra 1/4 tsp pepper to the bowl","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_4","15","560.4485239543229","577.9625403278957","Pour-Pour the sauces over the meatballs","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_4","20","582.7","757.8","Microwave-Microwave the plate, covered, on high for 1.5 minutes","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_4","18","757.8","777","Stir-Stir the contents in the microwave with a spoon","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_4","20","776.9854536639477","874.1086353719413","Microwave-Microwave the plate, covered, on high for 1.5 minutes","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_4","18","874.1086353719413","894.8070183588907","Stir-Stir the contents in the microwave with a spoon","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_4","25","893.2148350522024","971.2318170799348","Microwave-Microwave for 1 more minute","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_5","14","3.165157748407643","77.54636483598726","Peel-Peel 1 garlic clove","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_5","16","77.54636483598726","101.2850479490446","Cut-Cut 1/8 garlic clove","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_5","26","98.11989020063696","147.17983530095543","Mince-Mince 1/8 garlic clove","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_5","23","166.17078179140128","224.7262001369427","Mix-Mix 1/4 cup sweet-and-sour sauce and 1/2 teaspoon soy sauce in a small bowl","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_5","17","229.47393675955414","303.8551438471338","Peel-Peel one medium onion","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_5","21","307.0203015955414","370.3234565636942","Place-Place 5 meatballs in a Microwave-safe plate","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_5","27","368.74087768949045","382.9840875573248","cut-Cut onion into two pieces","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_5","22","398.8098762993631","485.8517143805733","Cut-Cut 1/4 medium carrot into short, thin strips","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_5","19","485.8517143805733","519.0858707388536","Slice-Slice 1/8 medium onion","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_5","24","519.0858707388535","599.7973933232485","Top-Top the plate with the carrots, onion, garlic and 1/4 tsp pepper powder","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_5","15","598.2148144490446","628.2838130589172","Pour-Pour the sauces over the meatballs","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_5","20","626.7","750.1","Microwave-Microwave the plate, covered, on high for 1.5 minutes","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_5","18","748.55","767.55","Stir-Stir the contents in the microwave with a spoon","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_5","20","769.1333328630574","878.3312751831211","Microwave-Microwave the plate, covered, on high for 1.5 minutes","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_5","18","875.1661174347134","892.5744850509554","Stir-Stir the contents in the microwave with a spoon","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_5","25","890.9919061767516","990.6943752515924","Microwave-Microwave for 1 more minute","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_8","14","4.426717021207177","84.1076234029364","Peel-Peel 1 garlic clove","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_8","16","86.32098191353998","137.2282276574225","Cut-Cut 1/8 garlic clove","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_8","17","135.0148691468189","292.16332339967374","Peel-Peel one medium onion","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_8","27","287.73660637846655","301.0167574420881","cut-Cut onion into two pieces","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_8","23","301.0167574420881","498.00566488580745","Mix-Mix 1/4 cup sweet-and-sour sauce and 1/2 teaspoon soy sauce in a small bowl","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_8","26","500.2190233964111","559.979703182708","Mince-Mince 1/8 garlic clove","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_8","22","573.2598542463296","728.1949499885808","Cut-Cut 1/4 medium carrot into short, thin strips","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_8","21","732.621667009788","792.3823467960848","Place-Place 5 meatballs in a Microwave-safe plate","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_8","19","799.0224223278957","825.5827244551388","Slice-Slice 1/8 medium onion","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_8","24","836.6495170081566","940.6773670065253","Top-Top the plate with the carrots, onion, garlic and 1/4 tsp pepper powder","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_8","15","938.4640084959217","965.0243106231649","Pour-Pour the sauces over the meatballs","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_8","20","1004.8","1117.7","Microwave-Microwave the plate, covered, on high for 1.5 minutes","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_8","18","1115.5","1153.15","Stir-Stir the contents in the microwave with a spoon","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_8","20","1153.15978402447","1257.1876340228384","Microwave-Microwave the plate, covered, on high for 1.5 minutes","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_8","18","1254.974275512235","1281.534577639478","Stir-Stir the contents in the microwave with a spoon","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_8","25","1277.1078606182707","1352.3620499787928","Microwave-Microwave for 1 more minute","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_13","17","16.884383439490446","137.18561544585987","Peel-Peel one medium onion","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_13","23","158.29109474522292","419.9990380573248","Mix-Mix 1/4 cup sweet-and-sour sauce and 1/2 teaspoon soy sauce in a small bowl","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_13","27","428.44122977707","445.32561321656067","cut-Cut onion into two pieces","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_13","14","457.9889007961783","521.3053386942674","Peel-Peel 1 garlic clove","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_13","19","517.0842428343949","582.5112286624204","Slice-Slice 1/8 medium onion","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_13","16","578.2901328025478","599.3956121019107","Cut-Cut 1/8 garlic clove","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_13","22","605.7272558917198","753.4656109872611","Cut-Cut 1/4 medium carrot into short, thin strips","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_13","26","753.4656109872611","774.5710902866242","Mince-Mince 1/8 garlic clove","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_13","21","776.6816382165605","831.5558843949044","Place-Place 5 meatballs in a Microwave-safe plate","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_13","24","827.3347885350317","903.3145140127389","Top-Top the plate with the carrots, onion, garlic and 1/4 tsp pepper powder","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_13","15","903.3145140127389","939.193828821656","Pour-Pour the sauces over the meatballs","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_13","20","937","1053.1","Microwave-Microwave the plate, covered, on high for 1.5 minutes","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_13","18","1053","1084","Stir-Stir the contents in the microwave with a spoon","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_13","20","1078.4899921974522","1186.1279366242038","Microwave-Microwave the plate, covered, on high for 1.5 minutes","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_13","18","1186.1279366242038","1222.0072514331212","Stir-Stir the contents in the microwave with a spoon","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_13","25","1219.8967035031847","1308.5397165605095","Microwave-Microwave for 1 more minute","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_17","14","6.268","117.613","Peel-Peel 1 garlic clove","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_17","22","118.219","321.394","Cut-Cut 1/4 medium carrot into short, thin strips","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_17","17","322.295","400.20799999999997","Peel-Peel one medium onion","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_17","16","401.027","442.446","Cut-Cut 1/8 garlic clove","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_17","27","449.196","462.584","cut-Cut onion into two pieces","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_17","21","464.21500000000003","516.434","Place-Place 5 meatballs in a Microwave-safe plate","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_17","26","521.222","564.654","Mince-Mince 1/8 garlic clove","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_17","19","567.203","615.51","Slice-Slice 1/8 medium onion","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_17","24","620.685","716.504","Top-Top the plate with the carrots, onion, garlic and 1/4 tsp pepper powder","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_17","23","723.36","885.517","Mix-Mix 1/4 cup sweet-and-sour sauce and 1/2 teaspoon soy sauce in a small bowl","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_17","15","886.205","912.236","Pour-Pour the sauces over the meatballs","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_17","20","917","1029.8","Microwave-Microwave the plate, covered, on high for 1.5 minutes","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_17","18","1030","1064","Stir-Stir the contents in the microwave with a spoon","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_17","20","1065.299","1168.975","Microwave-Microwave the plate, covered, on high for 1.5 minutes","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_17","18","1169.3","1198.213","Stir-Stir the contents in the microwave with a spoon","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_17","25","1198.65","1288.257","Microwave-Microwave for 1 more minute","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_19","17","3.5158265382165603","93.16940326273885","Peel-Peel one medium onion","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_19","23","107.23270941560509","237.3182913296178","Mix-Mix 1/4 cup sweet-and-sour sauce and 1/2 teaspoon soy sauce in a small bowl","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_19","14","240.83411786783438","277.75029651910825","Peel-Peel 1 garlic clove","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_19","27","283.0240363264331","305.87690882484077","cut-Cut onion into two pieces","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_19","22","312.9085619012739","483.42614900477713","Cut-Cut 1/4 medium carrot into short, thin strips","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_19","21","485.18406227388533","536.1635470780254","Place-Place 5 meatballs in a Microwave-safe plate","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_19","19","543.1952001544586","592.4167716894904","Slice-Slice 1/8 medium onion","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_19","16","592.4167716894905","608.237991111465","Cut-Cut 1/8 garlic clove","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_19","26","609.9959043805733","643.3962564936305","Mince-Mince 1/8 garlic clove","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_19","24","646.912083031847","704.9232209124203","Top-Top the plate with the carrots, onion, garlic and 1/4 tsp pepper powder","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_19","15","703.1653076433121","717.2286137961783","Pour-Pour the sauces over the meatballs","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_19","20","748.9","854.3","Microwave-Microwave the plate, covered, on high for 1.5 minutes","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_19","18","856.1","885.988","Stir-Stir the contents in the microwave with a spoon","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_19","20","889.5041141687898","1000.2526501226115","Microwave-Microwave the plate, covered, on high for 1.5 minutes","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_19","18","998.4947368535031","1014.3159562754777","Stir-Stir the contents in the microwave with a spoon","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_19","25","1012.5580430063694","1082.8745737707006","Microwave-Microwave for 1 more minute","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_22","22","8.446428458745787","106.18367205280538","Cut-Cut 1/4 medium carrot into short, thin strips","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_22","14","108.59693732673267","150.82907962046204","Peel-Peel 1 garlic clove","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_22","16","149.62244698349835","162.89540599009908","Cut-Cut 1/8 garlic clove","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_22","26","160.4821407161716","184.61479345544558","Mince-Mince 1/8 garlic clove","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_22","17","187.02805872937293","252.18622112541254","Peel-Peel one medium onion","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_22","23","266.6658127689769","403.0153007458745","Mix-Mix 1/4 cup sweet-and-sour sauce and 1/2 teaspoon soy sauce in a small bowl","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_22","27","405.42856601980196","427.14795348514843","cut-Cut onion into two pieces","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_22","19","427.1479534851485","458.5204020462046","Slice-Slice 1/8 medium onion","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_22","21","460.93366732013203","495.9260137920792","Place-Place 5 meatballs in a Microwave-safe plate","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_22","24","534.5382581749175","608.1428490297029","Top-Top the plate with the carrots, onion, garlic and 1/4 tsp pepper powder","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_22","15","611.762746940594","639.5152975907589","Pour-Pour the sauces over the meatballs","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_22","20","644.3","783.1","Microwave-Microwave the plate, covered, on high for 1.5 minutes","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_22","18","783.1","808.44","Stir-Stir the contents in the microwave with a spoon","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_22","20","806.0306014917492","912.2142735445544","Microwave-Microwave the plate, covered, on high for 1.5 minutes","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_22","18","909.801008270627","937.5535589207919","Stir-Stir the contents in the microwave with a spoon","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_22","25","938.7601915577557","1029.257639330033","Microwave-Microwave for 1 more minute","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_26","14","8.065169636942676","62.50506468630573","Peel-Peel 1 garlic clove","True","0","None","0","None","0","None","0","None","1","Not properly peeling the garlic clove.","0","None","0","None","0","None"
"2_26","17","62.505064686305744","173.40114719426754","Peel-Peel one medium onion","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_26","16","177.43373201273886","215.74328778821658","Cut-Cut 1/8 garlic clove","True","0","None","1","Using 1/2 garlic instead of 1/8 garlic.","0","None","0","None","0","None","0","None","0","None","0","None"
"2_26","26","217.7595801974522","260.10172079140136","Mince-Mince 1/8 garlic clove","True","0","None","1","Using 1/2 garlic clove instead of 1/8.","0","None","0","None","0","None","0","None","0","None","0","None"
"2_26","22","266.1505980191083","397.2096046194268","Cut-Cut 1/4 medium carrot into short, thin strips","True","0","None","0","None","0","None","0","None","1","Cutting into long instead of short.","0","None","0","None","0","None"
"2_26","21","445.6006224410828","493.9916402627388","Place-Place 5 meatballs in a Microwave-safe plate","True","0","None","1","Using 6 meatballs instead of 5 meatballs.","0","None","0","None","0","None","0","None","0","None","0","None"
"2_26","27","496.0079326719746","524.236026401274","cut-Cut onion into two pieces","True","0","None","1","Cutting into 4 pieces instead of two.","0","None","0","None","0","None","0","None","0","None","0","None"
"2_26","19","520.2034415828026","584.7247986783441","Slice-Slice 1/8 medium onion","True","0","None","1","Slicing 1/4 onion instead of 1/8 onion.","0","None","0","None","0","None","0","None","0","None","0","None"
"2_26","23","619.0017696353505","762.158530691083","Mix-Mix 1/4 cup sweet-and-sour sauce and 1/2 teaspoon soy sauce in a small bowl","True","0","None","1","Spill soy sauce while measuring.","0","None","0","None","1","Spill soy sauce while measuring.","0","None","0","None","0","None"
"2_26","15","764.1748231003186","834.7450574235671","Pour-Pour the sauces over the meatballs","True","0","None","0","None","0","None","0","None","1","Instead of pouring sauces over meatballs, put the meatballs into the sauces.","0","None","0","None","0","None"
"2_26","20","830.71","963.7","Microwave-Microwave the plate, covered, on high for 1.5 minutes","True","1","Microwave the plate uncovered without covering it.","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_26","18","961.7","992","Stir-Stir the contents in the microwave with a spoon","True","1","Using a fork instead of a spoon.","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_26","20","987.9832805254779","1110.9771174888538","Microwave-Microwave the plate, covered, on high for 1.5 minutes","True","0","None","0","None","0","None","0","None","0","None","1","Instead of high power level we microwave on a medium power level.","0","None","0","None"
"2_26","25","1108.960825079618","1177.514766993631","Microwave-Microwave for 1.5 minutes","True","0","None","0","None","0","None","1","Microwave for more than a minute.","0","None","0","None","0","None","0","None"
"2_26","24","None","None","Top-Top the plate with the carrots, onion, garlic and 1/4 tsp pepper powder","True","0","None","0","None","0","None","0","None","0","None","0","None","1","Skipped this step","0","None"
"2_26","18","961.7714792054142","992.0158653439491","Stir-Stir the contents in the microwave with a spoon","True","1","Using a fork instead of a spoon.","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_28","17","10.481808917197451","40.18026751592356","Peel-Peel one medium onion","True","0","None","0","None","0","None","0","None","1","Not properly peeling the onion.","0","None","0","None","0","None"
"2_28","19","41.927235668789805","190.41952866242036","Slice-Slice 1/8 medium onion","True","0","None","1","Using 1/4 medium onion instead of 1/8.","0","None","0","None","0","None","0","None","0","None","0","None"
"2_28","22","234.0937324840764","310.9603312101911","Cut-Cut 1/4 medium carrot into short, thin strips","True","0","None","0","None","0","None","0","None","1","Cutting the carrot into long and thick strips.","0","None","0","None","0","None"
"2_28","14","316.2012356687898","363.36937579617836","Peel-Peel 1 garlic clove","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_28","23","396.5617707006369","511.86166878980896","Mix-Mix 1/4 cup sweet-and-sour sauce and 1/2 teaspoon soy sauce in a small bowl","True","0","None","1","Using 1 teaspoon instead of 1/2 teaspoon.","0","None","0","None","0","None","0","None","0","None","0","None"
"2_28","21","517.1025732484077","569.5116178343949","Place-Place 5 meatballs in a Microwave-safe plate","True","0","None","1","Place only 4 instead of 5.","0","None","0","None","0","None","0","None","0","None","0","None"
"2_28","26","582","640","Mince-Mince 1/8 garlic clove","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_28","24","651.6191210191083","745.9554012738854","Top-Top the plate with the carrots, onion, garlic and 1/4 tsp pepper powder","True","0","None","1","using 1/2 tsp instead of 1/4 tsp.","0","None","0","None","0","None","0","None","0","None","0","None"
"2_28","15","749.4493375796179","829.809872611465","Pour-Pour the sauces over the meatballs","True","1","Spill some while pouring the sauces.","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_28","20","831.6","973.8","Microwave-Microwave the plate, covered, on high for 1.5 minutes","True","1","Not covered the plate.","0","None","0","None","1","Not covered the plate.","0","None","0","None","0","None","0","None"
"2_28","18","975","989.4","Stir-Stir the contents in the microwave with a spoon","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_28","25","1014.9884968152867","1090.108127388535","Microwave-Microwave for 1 more minute","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_28","16","564.6","624.6","Cut-Cut 1/8 garlic clove","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_28","27","69","75","cut-Cut onion into two pieces","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_28","20","831.5568407643312","987.0370063694268","Microwave-Microwave the plate, covered, on high for 1.5 minutes","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_28","18","983.5430700636942","1014.9884968152866","Stir-Stir the contents in the microwave with a spoon","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_30","17","16.00718015764331","54.61273230254777","Peel-Peel one medium onion","True","0","None","0","None","0","None","0","None","1","Peel improperly","0","None","0","None","0","None"
"2_30","21","57.43752880095542","88.51029028343949","Place-Place 5 meatballs in a Microwave-safe plate","True","0","None","1","Pouring many balls, more than 5","0","None","0","None","0","None","0","None","0","None","0","None"
"2_30","14","90.39348794904458","106.4006681066879","Peel-Peel 1 garlic clove","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_30","27","109.22546460509554","124.2910459299363","cut-Cut onion into two pieces","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_30","23","144.0646214187898","196.79415605573251","Mix-Mix 1/4 cup sweet-and-sour sauce and 1/2 teaspoon soy sauce in a small bowl","True","1","1/2 tsp used is soiled","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_30","19","198.67735372133757","216.56773154458597","Slice-Slice 1/8 medium onion","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_30","16","215.6261327117834","229.75011520382162","Cut-Cut 1/8 garlic clove","True","0","None","1","Slice garlic clove","0","None","0","None","1","Slice garlic clove","0","None","0","None","0","None"
"2_30","22","231.63331286942676","275.8884580111465","Cut-Cut 1/4 medium carrot into short, thin strips","True","0","None","0","None","0","None","0","None","1","Not thin","0","None","0","None","0","None"
"2_30","26","287.18764400477704","304.1364229952229","Mince-Mince 1/8 garlic clove","True","0","None","1","Likely chopping","0","None","0","None","1","Likely chopping","0","None","0","None","0","None"
"2_30","24","306.0196206608281","337.09238214331214","Top-Top the plate with the carrots, onion, garlic and 1/4 tsp pepper powder","True","0","None","1","Seasoning pepper on top, no measuring","0","None","0","None","1","Seasoning pepper on top, no measuring","0","None","0","None","0","None"
"2_30","15","337.09238214331214","349.33316696974526","Pour-Pour the sauces over the meatballs","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_30","20","348","422","Microwave-Microwave the plate, covered, on high for 1.5 minutes","True","0","None","0","None","0","None","1","1 min","0","None","0","None","0","None","0","None"
"2_30","20","420.89467826273886","490.5729918901274","Microwave-Microwave the plate, covered, on high for 1.5 minutes","True","0","None","0","None","0","None","1","1 min","0","None","0","None","0","None","0","None"
"2_30","25","488.68979422452236","558.3681078519107","Microwave-Microwave for 1 more minute","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_30","18","None","None","Stir-Stir the contents in the microwave with a spoon","True","0","None","0","None","0","None","0","None","0","None","0","None","1","Skipped this step","0","None"
"2_30","18","None","None","Stir-Stir the contents in the microwave with a spoon","True","0","None","0","None","0","None","0","None","0","None","0","None","1","Skipped this step","0","None"
"2_38","14","23.230053980891718","65.46651576433119","Peel-Peel 1 garlic clove","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_38","17","61.24286958598725","137.26850079617833","Peel-Peel one medium onion","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_38","16","149.93943933121017","171.05767022292997","Cut-Cut 1/8 garlic clove","True","0","None","1","Cut 1/2 garlic clove instead of 1/8 garlic clove.","0","None","0","None","0","None","0","None","0","None","0","None"
"2_38","26","166.83402404458596","209.07048582802548","Mince-Mince 1/8 garlic clove","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_38","22","215.4059550955414","420.25279474522296","Cut-Cut 1/4 medium carrot into short, thin strips","True","0","None","1","Not taking the 1/4 medium carrot.","0","None","0","None","1","Not taking the 1/4 medium carrot.","0","None","0","None","0","None"
"2_38","27","424.4764409235668","475.1601950636944","cut-Cut onion into two pieces","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
"2_38","19","475.1601950636942","540.6267108280256","Slice-Slice 1/8 medium onion","True","0","None","0","None","0","None","0","None","1","Instead of slicing chopping the onion.","0","None","0","None","0","None"
"2_38","21","546.9621800955415","612.4286958598727","Place-Place 5 meatballs in a Microwave-safe plate","True","0","None","1","Placing 6 meatballs instead of 5.","0","None","0","None","0","None","0","None","0","None","0","None"
"2_38","24","627.2114574840764","728.5789657643312","Top-Top the plate with the carrots, onion, garlic and 1/4 tsp pepper powder","True","0","None","1","Using the 1/2 tsp instead of 1/4 tsp.","0","None","0","None","0","None","0","None","0","None","0","None"
"2_38","20","737","1092","Microwave-Microwave the plate, covered, on high for 1.5 minutes","True","1","Not using the microwave cover to cover the contents.","0","None","0","None","0","None","0","None","1","Not using the microwave cover to cover the contents.","0","None","0","None"
"2_38","20","1091.812537101911","1298.7711998407642","Microwave-Microwave the plate, covered, on high for 1.5 minutes","True","1","Not using the microwave cover to cover the contents.","0","None","0","None","1","Not using the microwave cover to cover the contents.","0","None","0","None","0","None","0","None"
"2_38","18","1281","1323.6","Stir-Stir the contents in the microwave with a spoon","False","0","None","0","None","0","None","0","None","0","None","0","None","0","None","0","None"
